,MW,TPSA,XLogP,NHD,NHA,NRB
1419,352.9,33.2,5.5,0,2,4
1420,194.23,54.2,-0.2,0,2,2
1421,308.34,106.0,2.0,3,5,2
1422,56.06,20.2,-0.4,1,1,0
1423,42.08,0.0,1.4,0,0,0
1424,350.35,141.0,0.7,3,6,4
1425,202.25,0.0,4.9,0,0,0
1426,368.5,157.0,1.2,4,8,7
1427,245.36,20.3,3.8,0,2,5
1428,407.9,63.2,4.6,0,4,6
1429,426.5,82.2,2.2,1,7,4
1430,349.9,67.6,2.5,2,4,5
1431,387.5,61.4,4.7,2,3,4
1432,165.19,49.3,1.3,2,2,2
1433,206.2,72.6,0.0,1,3,2
1434,310.5,31.8,5.6,0,3,2
1435,333.36,64.1,0.3,1,7,3
1436,433.3,121.0,2.7,2,6,5
1437,204.22,105.0,0.5,2,4,6
1438,138.17,43.6,0.1,0,3,0
1439,265.5,58.9,0.5,2,4,2
1440,299.4,62.0,3.5,0,4,1
1441,289.4,28.2,3.6,1,3,2
1442,384.5,61.2,4.5,1,5,5
1443,272.34,49.5,2.1,1,4,4
1444,271.35,32.7,2.8,1,3,0
1445,725.7,118.0,5.1,4,8,12
1446,233.31,38.3,2.1,1,3,4
1447,214.69,40.5,1.8,2,2,2
1448,136.19,38.0,1.2,2,2,3
1449,364.4,121.0,2.2,2,6,5
1450,206.24,72.2,1.8,2,2,3
1451,150.22,38.0,1.3,2,2,3
1452,166.22,47.3,1.1,2,3,4
1453,189.21,37.4,0.8,0,2,1
1454,214.22,46.5,3.8,1,3,3
1455,260.29,66.5,2.7,1,3,3
1456,281.35,36.4,2.0,0,3,3
1457,451.5,48.8,5.9,1,7,5
1458,308.8,32.7,3.1,0,2,2
1459,356.4,93.6,3.8,1,5,7
1460,375.5,66.6,2.0,1,5,7
1461,316.4,24.9,5.0,1,2,4
1462,339.4,49.8,3.5,1,4,7
1463,297.35,44.7,1.7,0,6,1
1464,475.7,97.8,3.5,1,7,8
1465,517.6,182.0,0.5,3,8,6
1466,267.4,32.3,3.0,2,2,3
1467,257.37,12.5,2.1,0,2,3
1468,430.6,73.4,3.7,1,4,7
1469,226.32,17.0,2.3,1,1,0
1470,187.24,66.4,0.8,2,3,5
1471,251.32,58.6,1.2,2,4,6
1472,370.8,67.8,4.4,1,4,4
1473,295.4,31.5,3.8,0,2,0
1474,280.4,6.5,3.9,0,2,4
1475,301.34,87.3,1.4,3,4,3
1476,420.5,101.0,1.5,2,7,4
1477,416.5,93.1,2.7,2,6,2
1478,402.5,101.0,2.4,2,6,4
1479,458.6,101.0,4.1,2,6,6
1480,378.4,94.8,1.4,3,6,2
1481,408.9,94.8,2.2,3,5,2
1482,476.6,101.0,3.6,2,7,7
1483,253.3,46.4,1.6,1,2,1
1484,263.4,3.2,4.3,0,1,3
1485,409.5,82.4,2.9,1,6,7
1486,852.9,228.0,2.3,4,12,6
1487,525.6,139.0,2.5,2,8,1
1488,185.26,52.3,2.9,1,2,4
1489,261.36,29.5,2.8,0,3,4
1490,248.28,58.6,2.5,1,3,3
1491,362.8,73.1,1.5,2,5,4
1492,334.8,75.7,3.0,2,4,6
1493,217.35,3.2,4.0,0,1,5
1494,300.4,53.5,3.3,0,3,4
1495,188.26,38.7,1.7,1,3,3
1496,264.32,58.6,1.1,1,4,7
1497,337.4,65.1,2.8,0,5,11
1498,296.37,48.5,2.3,1,4,3
1499,258.32,44.1,3.6,0,3,6
1500,102.13,26.3,1.2,0,2,3
1501,388.5,40.6,3.3,0,5,8
1502,355.5,110.0,1.1,2,6,7
1503,285.4,44.7,3.4,0,4,4
1504,281.4,28.5,4.6,0,2,3
1505,226.23,95.5,0.2,3,4,4
1506,367.9,76.8,2.0,2,5,6
1507,303.35,55.8,2.3,0,5,5
1508,284.25,85.8,-1.6,3,5,5
1509,494.5,107.0,3.0,1,9,6
1510,195.22,26.0,2.9,0,2,1
1511,395.6,81.3,3.1,2,6,7
1512,324.4,45.6,2.9,1,4,4
1513,304.4,6.5,4.5,0,2,1
1514,314.8,32.3,3.2,0,4,4
1515,1140.3,392.0,-1.3,12,14,31
1516,1194.4,392.0,-0.1,12,14,30
1517,388.5,49.4,3.8,1,3,5
1518,392.5,32.8,3.8,0,3,6
1519,268.35,55.1,2.3,2,2,5
1520,376.4,76.2,1.9,0,6,9
1521,847.0,209.0,4.7,5,14,5
1522,877.0,220.0,6.7,6,15,6
1523,268.31,59.3,1.8,1,3,2
1524,192.96,9.2,2.1,0,4,2
1525,289.33,48.0,1.8,0,5,6
1526,467.6,62.2,5.0,2,5,5
1527,315.67,38.3,4.0,1,5,1
1528,385.5,97.8,3.3,1,5,11
1529,356.2,112.0,-0.3,3,5,6
1530,315.5,12.5,4.9,0,2,6
1531,270.29,69.3,1.1,1,3,1
1532,268.27,98.8,-1.4,2,6,3
1533,374.2,54.3,3.7,0,3,2
1534,346.5,74.6,2.5,2,4,2
1535,303.33,76.4,2.8,3,5,6
1536,387.5,95.1,1.2,0,7,5
1537,313.4,35.6,3.2,1,2,1
1538,822.9,220.0,4.9,6,15,5
1539,822.9,220.0,4.9,6,15,5
1540,822.9,220.0,4.9,6,15,5
1541,785.9,198.0,6.9,5,12,3
1542,475.3,123.0,2.3,2,6,7
1543,179.22,52.3,2.4,1,3,4
1544,288.28,156.0,-0.8,3,7,5
1545,246.35,36.1,2.1,1,2,1
1546,421.5,160.0,3.2,1,9,6
1547,323.39,97.3,1.0,1,7,9
1548,214.26,32.7,0.6,0,2,1
1549,139.15,37.4,-0.3,0,2,0
1550,258.09,36.4,1.4,2,2,2
1551,370.5,31.7,4.8,0,4,5
1552,346.5,39.3,4.6,2,2,6
1553,346.4,57.7,1.3,0,5,5
1554,238.19,73.8,0.7,1,5,3
1555,363.4,89.4,-0.3,1,8,2
1556,415.5,77.1,4.6,1,7,7
1557,670.8,167.0,4.2,5,7,13
1558,449.5,134.0,1.6,2,8,6
1559,370.5,36.3,4.9,0,3,2
1560,341.77,120.0,0.9,2,6,5
1561,273.33,41.9,0.8,1,4,1
1562,299.35,142.0,-0.7,3,6,6
1563,415.5,44.7,5.0,1,4,4
1564,361.9,30.3,4.1,0,3,1
1565,340.5,99.1,1.7,0,5,1
1566,266.34,46.3,3.2,1,1,0
1567,331.4,54.0,1.8,1,4,4
1568,344.9,24.8,2.9,0,2,2
1569,366.3,71.8,3.9,1,8,8
1570,613.8,118.0,2.8,4,7,12
1571,670.8,167.0,4.2,5,7,13
1572,230.26,67.8,2.3,2,3,3
1573,380.4,94.8,1.7,3,6,2
1574,410.9,74.6,2.5,2,5,2
1575,521.4,93.8,3.9,1,6,5
1576,408.9,94.8,2.2,3,5,2
1577,521.0,107.0,3.2,1,7,8
1578,300.29,131.0,-2.0,1,7,3
1579,359.8,66.8,3.3,1,4,4
1580,519.6,244.0,-3.2,4,12,10
1581,338.4,51.4,2.7,2,2,3
1582,264.32,52.0,3.4,1,3,4
1583,525.6,251.0,-2.4,3,13,10
1584,372.5,94.8,1.6,3,5,2
1585,473.6,104.0,3.2,2,7,8
1586,429.4,187.0,0.5,6,9,2
1587,216.23,95.5,-1.7,3,4,6
1588,378.4,121.0,2.8,2,6,5
1589,172.23,35.8,1.5,1,2,2
1590,271.4,12.5,3.4,0,2,1
1591,392.9,91.7,1.4,2,5,2
1592,446.6,80.7,4.3,1,6,6
1593,559.4,107.0,2.7,1,9,6
1594,444.6,101.0,4.0,2,6,7
1595,406.5,127.0,2.1,1,7,8
1596,416.4,175.0,1.4,3,9,4
1597,263.4,31.5,4.4,0,2,2
1598,346.27,107.0,0.6,3,5,4
1599,221.29,41.5,1.8,2,3,2
1600,441.5,102.0,2.0,1,7,4
1601,255.4,3.2,3.8,0,1,0
1602,467.0,80.7,3.8,1,6,5
1603,479.0,77.5,3.8,0,6,6
1604,508.5,107.0,3.4,1,9,8
1605,106.07,9.2,0.8,0,3,2
1606,416.4,42.5,5.0,2,9,7
1607,494.6,138.0,3.8,2,7,7
1608,384.4,178.0,0.8,3,8,5
1609,372.4,99.8,0.0,2,8,3
1610,468.7,24.5,7.0,1,3,8
1611,379.4,52.6,2.9,1,4,4
1612,454.6,24.5,6.5,1,3,8
1613,405.4,164.0,-3.0,3,8,7
1614,390.5,51.1,3.7,2,4,6
1615,367.5,74.4,3.8,2,5,5
1616,393.5,74.4,3.9,2,5,6
1617,351.4,59.3,3.2,2,5,5
1618,429.6,74.4,5.0,2,5,6
1619,409.6,74.4,5.1,2,5,6
1620,414.5,121.0,2.9,2,6,5
1621,500.7,120.0,3.8,2,8,8
1622,393.5,52.6,4.2,1,4,3
1623,328.3,32.3,4.1,2,2,3
1624,442.6,67.9,4.1,1,5,10
1625,462.6,117.0,3.6,2,6,5
1626,448.9,49.8,3.9,0,3,4
1627,266.4,24.4,4.5,1,1,5
1628,314.5,44.3,4.2,1,2,4
1629,427.5,202.0,0.0,3,9,8
1630,245.36,46.2,3.7,2,2,0
1631,408.7,32.7,4.7,1,3,1
1632,374.5,75.8,2.2,2,5,6
1633,429.6,79.0,2.5,2,6,6
1634,304.4,35.4,2.5,1,2,0
1635,413.3,74.6,3.0,2,4,2
1636,408.5,42.5,4.9,2,7,7
1637,370.3,26.8,3.0,0,3,4
1638,344.4,67.0,2.0,0,4,4
1639,414.5,43.8,4.1,1,3,7
1640,377.5,36.0,2.5,0,4,2
1641,393.3,41.4,2.5,0,3,4
1642,383.4,23.6,4.8,0,2,4
1643,420.5,81.0,2.7,0,7,8
1644,440.9,40.5,4.1,1,3,5
1645,276.37,52.6,2.3,2,3,7
1646,423.4,173.0,0.4,2,10,8
1647,383.5,136.0,-2.4,3,7,5
1648,426.6,85.0,3.9,0,6,6
1649,380.5,134.0,3.0,2,7,6
1650,521.1,82.1,4.0,1,6,6
1651,1637.9,664.0,-3.1,22,24,26
1652,387.5,99.7,0.3,4,5,10
1653,408.6,55.8,6.8,1,4,20
1654,1422.7,556.0,-4.1,17,21,35
1655,397.89,36.4,2.7,2,1,2
1656,308.99,36.4,2.7,2,1,2
1657,217.31,36.4,2.3,2,1,4
1658,471.4,221.0,0.1,5,10,7
1659,265.22,152.0,-1.4,5,8,2
1660,104.15,0.0,2.9,0,0,1
1661,386.6,61.0,4.0,0,4,8
1663,280.3,91.9,0.5,1,4,1
1664,520.0,147.0,2.7,0,8,4
1665,478.0,130.0,2.8,0,8,3
1666,359.4,175.0,-2.5,4,8,7
1667,193.25,48.6,1.0,0,4,2
1668,239.31,72.7,0.3,4,4,5
1669,195.17,86.6,0.9,3,4,3
1670,258.23,83.8,3.0,2,5,4
1671,330.5,23.6,4.4,0,2,8
1672,444.4,182.0,-2.0,6,9,2
1673,305.2,66.6,-0.5,2,4,8
1674,341.8,37.6,4.2,0,2,5
1675,433.5,114.0,2.0,1,7,6
1676,4114.0,1650.0,-5.8,57,63,151
1677,261.4,3.2,3.3,0,1,0
1678,401.5,78.3,2.8,0,6,5
1679,350.4,51.6,3.1,0,4,4
1680,266.4,6.5,3.8,0,2,3
1681,418.6,72.8,4.7,1,5,7
1682,1143.3,486.0,-2.6,13,19,33
1683,372.7,58.3,3.6,1,5,2
1684,378.4,149.0,1.1,3,7,5
1685,362.5,32.8,4.0,0,3,3
1686,230.26,55.1,2.7,1,3,2
1687,1497.8,551.0,0.6,17,16,43
1688,1668.8,477.0,6.6,13,18,40
1689,446.0,86.2,5.3,1,5,4
1690,383.5,44.8,3.4,1,5,6
1691,843.1,195.0,2.1,4,16,11
1692,393.5,35.6,4.6,1,4,5
1693,379.5,54.0,3.1,1,5,3
1694,311.4,30.9,2.5,0,4,2
1695,419.5,85.2,0.3,0,5,6
1696,224.21,78.9,-0.8,2,4,2
1697,364.8,106.0,1.6,1,5,3
1698,300.8,47.7,3.6,0,2,1
1699,414.5,175.0,1.1,3,8,5
1700,242.4,85.0,1.0,0,4,5
1701,228.3,85.0,0.4,0,4,4
1702,402.6,74.3,4.6,0,5,4
1703,327.4,110.0,0.2,2,6,5
1704,354.5,84.1,1.6,1,5,7
1705,324.4,110.0,1.2,2,5,8
1706,223.27,50.9,1.9,0,3,1
1707,289.4,3.2,4.4,0,1,0
1708,276.29,83.6,0.1,1,4,1
1709,224.26,75.3,1.4,2,3,4
1710,295.4,21.3,3.5,1,2,5
1711,356.5,31.7,4.4,0,4,5
1712,411.5,101.0,3.0,1,6,4
1713,340.5,51.4,2.5,2,2,3
1714,180.93,0.0,2.6,0,4,0
1715,442.4,79.3,3.7,2,4,8
1716,140.27,0.0,4.7,0,0,1
1717,317.4,38.8,2.9,0,4,4
1718,165.8,0.0,3.4,0,0,0
1719,204.29,40.9,1.8,0,2,1
1720,326.5,48.8,3.1,0,3,4
1721,446.0,61.3,4.8,0,6,8
1722,253.32,67.4,1.3,3,4,6
1723,204.22,41.9,1.5,0,2,2
1724,566.1,115.0,4.8,4,6,9
1725,223.34,57.3,2.0,1,3,3
1726,440.6,85.0,4.3,0,6,6
1727,312.4,191.0,-0.4,4,6,8
1728,255.35,21.3,3.3,1,2,6
1729,337.5,23.5,5.0,1,2,2
1730,96.94,0.0,1.9,0,0,0
1731,131.38,0.0,2.6,0,0,0
1732,281.3,57.2,0.9,0,5,4
1733,814.0,184.0,4.3,0,16,12
1734,274.36,90.6,2.4,2,4,11
1735,198.26,38.9,2.7,1,2,0
1736,311.5,37.3,4.3,1,2,5
1737,296.34,91.9,1.4,1,5,5
1738,285.4,23.5,3.3,1,2,2
1739,406.5,77.5,1.9,1,4,4
1740,226.34,70.4,1.2,2,4,5
1741,432.6,45.2,4.1,1,5,8
1742,302.5,33.5,3.4,0,2,4
1743,285.3,78.3,3.0,0,6,2
1744,297.5,82.6,3.8,0,5,7
1745,454.5,52.0,4.6,1,8,6
1746,414.5,187.0,1.1,3,9,6
1747,467.5,268.0,-6.2,10,14,6
1748,289.4,58.7,2.8,1,4,5
1749,182.25,69.4,0.3,2,3,1
1750,274.79,19.0,3.8,1,1,3
1751,240.3,75.3,2.6,2,3,5
1752,216.24,58.2,1.2,2,2,0
1753,288.77,32.7,3.2,0,2,1
1754,375.4,131.0,-0.8,4,7,6
1755,264.35,90.3,2.4,2,3,3
1756,292.4,76.0,2.4,2,2,2
1757,446.6,80.8,3.7,0,7,6
1758,256.37,90.3,3.4,2,3,5
1759,437.0,95.1,1.2,2,6,8
1760,312.4,37.3,2.4,1,2,1
1761,256.4,47.3,3.3,1,2,0
1762,284.4,34.7,4.2,0,3,4
1763,223.29,62.6,2.4,1,3,3
1764,393.5,72.9,4.0,1,5,4
1765,288.4,47.3,3.8,1,3,1
1766,315.4,47.1,3.2,0,5,1
1767,227.71,78.4,2.0,2,3,1
1768,452.6,81.2,4.4,1,5,9
1769,414.5,103.0,2.0,1,7,7
1770,359.5,37.3,6.1,1,2,6
1771,273.24,103.0,3.3,2,5,2
1772,223.31,41.5,1.9,2,3,6
1773,209.67,36.4,1.8,2,1,2
1774,207.23,49.8,1.2,1,3,2
1775,477.0,68.2,4.7,2,5,8
1776,284.4,35.2,2.9,1,3,4
1777,245.36,23.5,2.8,1,2,1
1778,487.4,75.2,4.6,0,4,5
1779,255.35,21.3,3.7,1,2,6
1780,339.36,124.0,-0.8,1,9,3
1781,311.4,28.6,3.5,0,4,6
1782,327.5,43.7,3.8,2,3,2
1783,304.39,69.0,3.5,1,5,8
1784,263.37,32.7,2.6,1,3,4
1785,191.27,12.5,2.5,0,2,1
1786,466.6,71.8,4.1,0,6,8
1787,324.37,77.1,1.4,1,5,8
1788,254.5,49.3,2.4,2,2,1
1789,385.7,52.6,4.3,2,3,3
1790,334.29,40.6,2.4,0,5,1
1791,366.4,31.8,5.6,0,6,4
1792,409.4,40.5,3.5,1,7,6
1793,297.4,21.7,3.7,0,3,3
1794,309.32,110.0,3.3,4,3,3
1795,307.4,48.0,3.0,0,4,4
1796,121.14,86.7,-2.9,4,4,3
1797,392.5,46.5,4.4,1,3,5
1798,416.4,99.8,0.3,2,10,3
1799,335.2,35.8,3.8,1,3,2
1800,232.32,33.6,2.4,1,2,4
1801,612.6,196.0,3.3,5,11,9
1802,360.2,46.0,3.9,1,3,5
1803,122.17,75.2,0.5,2,3,3
1804,333.4,48.0,3.5,0,4,5
1805,314.41,112.0,0.3,2,7,9
1806,339.4,45.6,3.6,0,3,3
1807,370.4,39.7,2.3,0,7,6
1808,177.24,28.8,1.3,0,1,2
1809,270.37,25.4,2.5,0,3,6
1810,263.37,32.7,2.6,1,3,4
1811,470.7,74.6,6.4,2,4,1
1812,542.6,264.0,-1.9,4,13,9
1813,392.5,94.8,2.0,3,6,2
1814,143.23,43.1,1.9,1,1,4
1815,144.21,37.3,2.8,1,2,5
1816,1449.2,531.0,-2.6,19,26,13
1817,383.5,119.0,0.8,2,7,8
1818,454.6,64.0,3.8,0,6,13
1819,474.5,138.0,2.2,3,8,7
1820,155.24,43.1,1.8,1,1,5
1821,185.31,43.1,3.2,1,1,7
1822,422.5,101.0,1.8,0,8,11
1823,258.35,52.6,4.3,0,4,10
1824,143.23,43.1,2.1,1,1,5
1825,418.5,103.0,0.8,2,6,4
1826,214.26,59.1,1.4,2,3,0
1827,588.6,161.0,0.6,3,13,5
1828,825.0,171.0,2.8,3,12,10
1829,70.09,9.2,1.3,0,1,2
1830,224.26,75.3,2.0,2,3,4
1831,310.4,34.2,4.4,1,3,6
1832,823.9,225.0,2.7,4,11,6
1833,502.6,99.1,3.6,1,8,4
1834,324.77,61.4,3.1,0,4,3
1835,386.5,52.6,3.5,0,4,1
1836,446.6,101.0,3.8,2,6,7
1837,281.42,66.5,3.3,0,5,7
1838,411.5,82.7,3.5,3,5,8
1839,381.4,3.2,6.2,0,4,4
1840,417.0,52.0,4.6,1,4,7
1841,341.8,50.4,3.4,1,4,1
1842,286.3,50.5,1.7,0,4,1
1843,274.75,42.2,2.7,1,3,1
1844,295.4,49.3,1.6,2,4,10
1845,222.27,134.0,0.0,3,4,2
1846,709.7,130.0,5.0,3,13,7
1847,376.5,32.3,4.9,1,3,6
1848,690.7,223.0,4.9,5,14,19
1849,307.82,26.8,2.7,0,2,4
1850,2639.2,1310.0,-14.0,42,46,40
1851,412.9,76.7,4.0,1,5,4
1852,381.5,65.6,5.4,1,5,8
1853,272.09,153.0,-4.3,5,8,4
1854,397.4,54.0,3.3,1,6,6
1855,284.31,58.4,1.1,0,3,1
1856,247.68,43.8,2.5,0,3,2
1857,157.22,107.0,0.5,3,2,1
1858,478.6,80.7,4.2,1,7,5
1859,673.7,231.0,1.9,5,15,12
1860,286.33,102.0,0.9,3,6,4
1861,336.4,87.7,1.7,3,5,10
1862,151.16,49.3,0.5,2,2,1
1863,271.27,75.6,2.6,2,4,4
1864,222.3,152.0,-0.3,2,7,2
1865,58.08,17.1,-0.1,0,1,0
1866,1255.4,356.0,3.8,5,18,8
1867,225.2,115.0,-1.9,3,5,4
1868,267.24,140.0,-1.1,4,8,2
1869,265.33,92.3,2.9,2,4,5
1870,136.11,70.1,-0.7,2,3,0
1871,895.1,156.0,3.7,1,14,3
1872,324.8,63.3,0.9,1,4,2
1873,308.8,43.1,2.1,0,3,1
1874,249.35,41.5,3.1,2,3,8
1875,354.5,94.8,3.2,3,5,13
1876,255.22,74.7,1.7,1,4,2
1878,294.4,32.3,3.2,1,2,5
1879,214.23,121.0,-4.5,4,6,7
1880,585.6,332.0,-7.9,13,17,10
1881,232.28,72.2,1.2,2,3,2
1882,231.29,26.8,1.0,0,3,2
1883,645.3,42.7,7.6,0,4,11
1884,369.5,110.0,1.5,2,6,7
1885,277.4,3.2,5.0,0,1,3
1886,408.9,99.9,3.0,2,7,10
1887,226.27,75.3,2.1,2,3,4
1888,313.8,36.9,2.6,1,3,1
1889,365.4,158.0,-2.0,4,7,4
1890,924.1,320.0,0.0,12,18,3
1891,924.1,320.0,0.0,12,18,3
1892,219.24,46.6,1.6,0,3,2
1893,188.23,23.6,0.4,0,2,1
1894,267.32,43.7,2.3,2,3,0
1895,180.16,63.6,1.2,1,4,3
1896,458.6,42.3,6.0,1,5,8
1897,266.34,84.6,0.2,3,4,8
1898,473.6,80.2,3.1,0,5,4
1899,188.22,74.6,1.6,2,4,8
1900,749.0,180.0,4.0,5,14,7
1901,435.4,238.0,0.3,4,12,7
1902,213.66,63.3,-1.0,2,3,4
1903,184.19,75.3,0.6,2,3,2
1904,155.19,46.2,0.7,1,2,1
1905,466.4,181.0,0.5,3,10,10
1906,257.24,148.0,-1.3,7,7,5
1907,78.11,0.0,2.1,0,0,0
1908,165.19,52.3,1.9,1,3,3
1909,404.5,68.3,2.1,0,6,7
1910,108.14,20.2,1.1,1,1,1
1912,265.22,152.0,-1.4,5,8,2
1913,136.19,24.9,0.4,1,2,3
1914,307.4,50.7,2.8,2,4,11
1915,161.22,52.3,0.0,1,2,4
1916,311.5,23.5,4.3,1,2,5
1917,316.15,54.4,1.7,1,3,1
1918,654.6,118.0,3.8,3,6,5
1919,344.25,67.6,2.8,2,4,7
1920,420.3,40.5,3.3,1,4,6
1921,393.7,71.3,2.8,0,4,1
1922,430.5,93.1,2.5,2,6,4
1927,212.25,75.3,1.6,2,3,3
1928,224.26,75.3,1.7,2,3,4
1929,193.24,52.3,2.9,1,3,5
1930,194.19,58.4,-0.1,0,3,0
1931,152.23,17.1,2.2,0,1,0
1932,348.4,79.7,1.0,1,5,1
1933,236.27,46.3,2.5,1,1,0
1934,378.4,149.0,1.1,3,7,5
1935,226.23,116.0,-2.2,5,6,4
1936,214.05,61.8,1.5,1,3,4
1937,446.6,52.8,4.5,1,4,6
1938,462.5,225.0,-2.3,5,10,7
1939,454.5,235.0,-0.4,2,12,7
1940,395.4,212.0,0.0,4,10,5
1941,397.4,201.0,-0.7,3,10,5
1942,511.6,270.0,0.0,3,14,8
1945,410.4,217.0,-0.3,4,10,6
1947,424.4,199.0,-0.2,3,10,8
1948,510.5,214.0,0.9,2,12,12
1949,379.5,90.9,1.9,3,5,10
1950,423.5,177.0,-1.1,2,9,8
1951,459.5,99.9,3.6,3,7,11
1952,388.9,53.0,1.7,1,5,8
1953,165.4,40.5,1.0,2,2,0
1954,304.2,40.5,1.7,1,3,9
1955,323.13,115.0,1.1,3,5,5
1956,300.8,6.5,4.5,0,2,3
1957,299.75,48.2,2.4,1,3,1
1958,273.74,62.8,1.1,0,3,1
1959,319.9,28.2,4.6,1,3,8
1960,295.7,135.0,-0.2,2,6,1
1961,318.9,31.8,5.2,0,3,4
1962,276.74,83.6,2.3,2,3,4
1963,315.9,28.5,5.2,0,2,3
1964,338.8,118.0,0.9,3,5,2
1965,169.56,38.3,1.8,1,2,0
1966,386.7,20.2,8.7,1,1,5
1967,190.15,63.6,1.6,1,4,1
1968,252.34,114.0,0.4,3,4,7
1969,331.34,72.9,-1.1,2,7,3
1970,465.9,86.0,3.4,2,7,9
1971,324.4,36.3,3.2,0,4,5
1973,425.0,128.0,2.2,4,7,7
1974,473.4,40.0,7.1,1,4,4
1976,315.71,87.3,2.4,1,4,1
1978,318.8,60.9,3.5,0,3,2
1979,344.8,17.8,5.0,0,1,4
1980,349.2,41.6,3.2,1,3,1
1982,303.35,55.8,2.3,0,5,5
1983,299.4,41.9,1.1,1,4,1
1984,399.4,83.1,1.0,1,6,5
1985,390.5,72.8,3.9,1,5,7
1987,275.4,3.2,5.2,0,1,3
1988,129.16,63.3,-2.6,2,3,1
1989,1202.6,279.0,7.5,5,12,15
1990,1202.6,279.0,7.5,5,12,15
1991,243.22,129.0,-2.1,4,5,2
1992,182.18,99.7,-0.6,2,5,3
1993,254.24,66.8,2.5,2,4,1
1994,248.3,94.6,1.0,2,4,2
1995,527.5,186.0,1.8,5,11,4
1997,560.7,206.0,-2.1,6,9,23
1998,464.9,182.0,0.7,6,9,2
1999,320.39,75.5,1.9,0,4,8
2000,266.4,15.3,4.9,1,2,4
2001,392.5,94.8,1.9,3,6,2
2002,271.4,12.5,3.4,0,2,1
2003,284.74,32.7,3.0,0,2,1
2004,309.5,29.5,5.5,0,3,8
2005,236.23,88.7,-1.2,2,5,2
2006,780.9,203.0,1.3,6,14,7
2007,583.7,118.0,2.4,3,6,4
2008,129.11,55.4,0.1,1,3,0
2009,255.35,12.5,3.3,0,2,6
2010,351.4,84.9,2.9,2,6,9
2011,504.6,145.0,0.7,4,12,12
2012,296.5,121.0,3.9,0,4,7
2013,226.23,116.0,-2.2,5,6,4
2014,169.18,86.7,-1.2,4,4,2
2015,425.9,67.9,3.9,2,3,5
2016,379.5,38.8,4.3,0,4,6
2018,378.5,32.8,3.3,0,3,6
2019,279.4,12.5,4.3,0,2,3
2020,279.4,12.5,4.3,0,2,3
2021,543.5,206.0,1.3,6,12,5
2022,444.4,182.0,-0.7,6,9,2
2023,270.37,25.4,2.5,0,3,6
2025,469.7,29.5,7.2,0,3,10
2026,381.7,27.0,5.3,0,2,6
2027,174.2,32.7,1.3,0,2,1
2029,376.4,95.9,-0.1,2,6,10
2031,320.32,85.8,-0.2,2,8,3
2032,249.31,41.6,3.5,1,1,0
2033,183.2,72.7,-1.4,4,4,3
2034,733.9,194.0,2.7,5,14,7
2035,294.74,43.1,1.7,0,3,1
2037,270.4,37.3,3.1,1,2,0
2038,289.33,81.4,2.1,1,6,6
2039,204.31,64.5,-0.1,4,4,9
2040,46.07,20.2,-0.1,1,1,0
2041,167.2,52.3,1.3,1,2,3
2042,166.25,71.0,1.1,1,2,2
2043,312.5,31.8,4.8,0,3,5
2044,141.17,46.2,0.4,1,2,1
2045,204.22,49.4,1.0,1,2,2
2046,360.8,67.8,2.9,1,5,4
2047,342.8,71.3,2.6,0,4,2
2049,588.6,161.0,0.6,3,13,5
2050,321.33,122.0,0.0,1,8,9
2052,326.8,23.8,3.1,0,3,3
2053,238.24,105.0,0.6,2,4,7
2055,305.75,72.7,2.4,4,4,1
2056,336.5,23.6,4.0,0,2,6
2057,501.7,81.0,3.0,3,5,10
2058,388.8,51.2,3.2,0,5,5
2059,369.34,64.1,-0.1,1,9,4
2060,306.27,81.6,0.4,1,7,5
2061,302.73,32.7,2.8,0,3,1
2063,313.28,78.5,2.1,0,5,1
2064,309.33,21.3,4.0,1,5,6
2065,549.7,61.3,7.4,0,9,13
2066,387.9,35.9,3.0,0,4,6
2067,244.26,37.3,4.2,1,3,3
2068,376.8,53.0,2.2,1,5,3
2069,342.8,32.7,3.0,0,3,3
2070,126.01,94.8,-2.0,3,5,1
2072,171.24,63.3,-1.1,2,3,3
2073,140.14,50.4,-0.9,2,3,0
2074,255.23,135.0,-2.5,4,6,5
2075,307.33,160.0,-4.5,6,8,9
2076,217.26,46.2,1.9,1,2,2
2077,494.0,122.0,4.8,3,5,8
2078,214.28,84.5,0.0,3,2,2
2079,375.9,40.5,3.2,1,4,6
2080,197.38,0.0,2.3,0,3,0
2081,377.2,41.6,2.8,1,4,1
2082,202.38,0.0,1.8,0,0,7
2083,111.15,54.7,-0.7,2,2,2
2084,160.18,63.8,0.7,2,4,1
2085,748.0,183.0,3.2,4,14,8
2086,297.7,135.0,-0.1,3,7,1
2087,362.5,94.8,1.6,3,5,2
2088,432.5,101.0,3.2,2,6,6
2089,331.3,135.0,0.4,3,10,1
2090,151.21,46.2,1.4,2,2,2
2091,76.055,75.4,-1.8,3,2,0
2093,206.28,37.3,3.5,1,2,4
2095,357.8,68.5,4.3,1,4,4
2096,777.1,188.0,-2.4,8,8,10
2098,179.22,54.0,0.4,2,3,3
2099,231.25,67.2,1.5,2,4,4
2100,184.49,9.2,2.1,0,6,2
2101,137.14,68.0,-0.7,2,3,1
2102,60.1,20.2,0.3,1,1,0
2103,211.26,72.7,-0.6,4,4,4
2104,335.34,121.0,3.0,2,7,2
2105,705.6,101.0,5.7,0,9,11
2107,828.0,206.0,2.9,3,16,14
2110,531.4,69.1,4.3,0,6,7
